dataset,scenario,player,members,n_players,full_coalition_mask,gate_mass,group_shapley_mse_utility,original_shapley_sum,zero_gate_positive_shapley
tmhintqi,rmvpe_grouped_9,auditory_erb,auditory_erb,9,1023,0.0,0.02246283246327793,0.0221572798267956,True
tmhintqi,rmvpe_grouped_9,speaker,speaker,9,1023,0.01175879950483767,0.07267956157875129,0.0724033610184699,False
tmhintqi,rmvpe_grouped_9,ced,ced,9,1023,0.28372117148530235,0.09661533179038652,0.0963675117040662,False
tmhintqi,rmvpe_grouped_9,egemaps,egemaps,9,1023,0.0,0.06975818093154307,0.06949048836594,True
tmhintqi,rmvpe_grouped_9,rmvpe_cont+rmvpe_quant,rmvpe_cont;rmvpe_quant,9,1023,3.158268884700555e-17,0.003584516370238406,0.0055539446291806,True
tmhintqi,prosody_grouped_8,whisper,whisper,8,1023,0.1921908739270383,0.10467913433404591,0.1039670745338689,False
tmhintqi,prosody_grouped_8,contentvec12,contentvec12,8,1023,0.07161319808488463,0.08092454629370105,0.0804864305101313,False
tmhintqi,prosody_grouped_8,wavlm,wavlm,8,1023,0.16968607164707633,0.10689288666768698,0.1063505814746487,False
tmhintqi,prosody_grouped_8,beats,beats,8,1023,0.27102988535086064,0.10398715994699147,0.103502732861307,False
tmhintqi,prosody_grouped_8,auditory_erb,auditory_erb,8,1023,0.0,0.0237291883102586,0.0221572798267956,True
tmhintqi,prosody_grouped_8,speaker,speaker,8,1023,0.01175879950483767,0.0730355628612801,0.0724033610184699,False
tmhintqi,prosody_grouped_8,ced,ced,8,1023,0.28372117148530235,0.09693099400361194,0.0963675117040662,False
tmhintqi,prosody_grouped_8,rmvpe_cont+rmvpe_quant+egemaps,rmvpe_cont;rmvpe_quant;egemaps,8,1023,3.158268884700555e-17,0.07009993250683261,0.0750444329951206,True
tmhintqi,remove_rmvpe_quant_9,whisper,whisper,9,895,0.192190624424946,0.10432117336608639,0.1039670745338689,False
tmhintqi,remove_rmvpe_quant_9,contentvec12,contentvec12,9,895,0.07161293724374378,0.08080359186148345,0.0804864305101313,False
tmhintqi,remove_rmvpe_quant_9,wavlm,wavlm,9,895,0.1696862188581096,0.1067068536478925,0.1063505814746487,False
tmhintqi,remove_rmvpe_quant_9,beats,beats,9,895,0.2710300662834009,0.10384401721306165,0.103502732861307,False
tmhintqi,remove_rmvpe_quant_9,auditory_erb,auditory_erb,9,895,4.87079678873685e-18,0.02255217512689434,0.0221572798267956,True
tmhintqi,remove_rmvpe_quant_9,speaker,speaker,9,895,0.011759044567742833,0.07280777633765885,0.0724033610184699,False
tmhintqi,remove_rmvpe_quant_9,rmvpe_cont,rmvpe_cont,9,895,0.0,0.0026110186264215536,0.0023433231040376,True
tmhintqi,remove_rmvpe_quant_9,ced,ced,9,895,0.28372110862205696,0.0967445122130479,0.0963675117040662,False
tmhintqi,remove_rmvpe_quant_9,egemaps,egemaps,9,895,1.524556072917294e-17,0.06988828378978233,0.06949048836594,True
