dataset,outer_fold,method,k,mask,features,inner_mse,outer_utterance_mse,n_outer_systems,n_outer_items,weights_json
bvcc,4,singleton,4,293,whisper+wavlm+speaker+ced,0.2708841008332302,0.2661123568099732,35,995,"{""whisper"": 0.23780969111805883, ""wavlm"": 0.27377585293075707, ""speaker"": 0.14737820493494888, ""ced"": 0.34103625101623525}"
bvcc,4,singleton,5,301,whisper+wavlm+beats+speaker+ced,0.2660157452935594,0.2604299658674945,35,995,"{""whisper"": 0.22189509475645575, ""wavlm"": 0.24407722479959307, ""beats"": 0.15977134228210274, ""speaker"": 0.11927459285108866, ""ced"": 0.25498174531075984}"
bvcc,4,singleton,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2651770028728833,0.259159023387231,35,995,"{""whisper"": 0.20809458819274637, ""contentvec12"": 0.06725118534713392, ""wavlm"": 0.21120468262779324, ""beats"": 0.1546354944560363, ""speaker"": 0.1071609587937644, ""ced"": 0.2516530905825258}"
bvcc,4,singleton,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.2651770028728143,0.2591590173455803,35,995,"{""whisper"": 0.2080944383919523, ""contentvec12"": 0.06725109473091809, ""wavlm"": 0.21120431909727605, ""beats"": 0.15463548308838856, ""speaker"": 0.10716141061287524, ""ced"": 0.2516532540785898, ""egemaps"": 2.528871127075897e-17}"
bvcc,4,singleton,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.2651770028727603,0.2591590087692946,35,995,"{""whisper"": 0.2080946693576123, ""contentvec12"": 0.06725084162345298, ""wavlm"": 0.21120407908556862, ""beats"": 0.15463544800459283, ""auditory_erb"": 3.3421802516286548e-18, ""speaker"": 0.10716120858673564, ""ced"": 0.2516537533420375, ""egemaps"": 1.307609759301786e-17}"
bvcc,4,singleton,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.2651770028729123,0.2591590224234444,35,995,"{""whisper"": 0.20809459794445176, ""contentvec12"": 0.06725119403385615, ""wavlm"": 0.21120471217167291, ""beats"": 0.15463585545058442, ""auditory_erb"": 1.6489481551775086e-17, ""speaker"": 0.10716062850969305, ""rmvpe_cont"": 0.0, ""ced"": 0.25165301188974176, ""egemaps"": 0.0}"
bvcc,4,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2651770028731466,0.259159019858882,35,995,"{""whisper"": 0.20809481938138907, ""contentvec12"": 0.06725146940001578, ""wavlm"": 0.2112048372838739, ""beats"": 0.15463571871501164, ""auditory_erb"": 1.927010542915374e-17, ""speaker"": 0.10716048757884747, ""rmvpe_cont"": 1.7571910249027274e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.2516526676408622, ""egemaps"": 1.9195513590236158e-17}"
bvcc,4,inner_search,1,256,ced,0.355782962304597,0.3538509225578727,35,995,"{""ced"": 1.0}"
bvcc,4,inner_search,2,260,wavlm+ced,0.2922452255254886,0.2984782475125165,35,995,"{""wavlm"": 0.47103495347589003, ""ced"": 0.5289650465241099}"
bvcc,4,inner_search,3,261,whisper+wavlm+ced,0.2746600254748407,0.271225294419298,35,995,"{""whisper"": 0.26713392397140023, ""wavlm"": 0.31790264937272145, ""ced"": 0.4149634266558784}"
bvcc,4,inner_search,4,269,whisper+wavlm+beats+ced,0.2684211114305753,0.263455181407153,35,995,"{""whisper"": 0.24312404903993587, ""wavlm"": 0.2753512146243726, ""beats"": 0.17837114891130437, ""ced"": 0.303153587424387}"
bvcc,4,inner_search,5,301,whisper+wavlm+beats+speaker+ced,0.2660157452935594,0.2604299658674945,35,995,"{""whisper"": 0.22189509475645575, ""wavlm"": 0.24407722479959307, ""beats"": 0.15977134228210274, ""speaker"": 0.11927459285108866, ""ced"": 0.25498174531075984}"
bvcc,4,inner_search,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2651770028728833,0.259159023387231,35,995,"{""whisper"": 0.20809458819274637, ""contentvec12"": 0.06725118534713392, ""wavlm"": 0.21120468262779324, ""beats"": 0.1546354944560363, ""speaker"": 0.1071609587937644, ""ced"": 0.2516530905825258}"
bvcc,4,inner_search,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.2651770028728143,0.2591590173455803,35,995,"{""whisper"": 0.2080944383919523, ""contentvec12"": 0.06725109473091809, ""wavlm"": 0.21120431909727605, ""beats"": 0.15463548308838856, ""speaker"": 0.10716141061287524, ""ced"": 0.2516532540785898, ""egemaps"": 2.528871127075897e-17}"
bvcc,4,inner_search,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.2651770028727603,0.2591590087692946,35,995,"{""whisper"": 0.2080946693576123, ""contentvec12"": 0.06725084162345298, ""wavlm"": 0.21120407908556862, ""beats"": 0.15463544800459283, ""auditory_erb"": 3.3421802516286548e-18, ""speaker"": 0.10716120858673564, ""ced"": 0.2516537533420375, ""egemaps"": 1.307609759301786e-17}"
bvcc,4,inner_search,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2651770028728799,0.2591590223097442,35,995,"{""whisper"": 0.20809457326681224, ""contentvec12"": 0.06725115701751615, ""wavlm"": 0.21120467580750457, ""beats"": 0.15463582782562224, ""speaker"": 0.1071606990527895, ""rmvpe_cont"": 1.5682206213482532e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.2516530670297553, ""egemaps"": 1.606715621823001e-18}"
bvcc,4,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2651770028731466,0.259159019858882,35,995,"{""whisper"": 0.20809481938138907, ""contentvec12"": 0.06725146940001578, ""wavlm"": 0.2112048372838739, ""beats"": 0.15463571871501164, ""auditory_erb"": 1.927010542915374e-17, ""speaker"": 0.10716048757884747, ""rmvpe_cont"": 1.7571910249027274e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.2516526676408622, ""egemaps"": 1.9195513590236158e-17}"
singmos,0,gate,1,512,egemaps,0.5006491744831706,0.4393723222741539,7,442,"{""egemaps"": 1.0}"
singmos,0,gate,2,516,wavlm+egemaps,0.4499373065396256,0.3919194571701399,7,442,"{""wavlm"": 0.3936544661289484, ""egemaps"": 0.6063455338710516}"
singmos,0,gate,3,772,wavlm+ced+egemaps,0.4363098763734011,0.3571620201462355,7,442,"{""wavlm"": 0.3097873786870252, ""ced"": 0.2555305318710566, ""egemaps"": 0.43468208944191816}"
singmos,0,gate,4,804,wavlm+speaker+ced+egemaps,0.4338048936467274,0.3581952023382345,7,442,"{""wavlm"": 0.29162797455595646, ""speaker"": 0.11020386202880919, ""ced"": 0.21933137818464152, ""egemaps"": 0.3788367852305929}"
singmos,0,gate,5,805,whisper+wavlm+speaker+ced+egemaps,0.430813997845328,0.3471052595647133,7,442,"{""whisper"": 0.07341604530689486, ""wavlm"": 0.26576783164794904, ""speaker"": 0.10504984825731878, ""ced"": 0.19961307454571992, ""egemaps"": 0.35615320024211744}"
singmos,0,gate,6,807,whisper+contentvec12+wavlm+speaker+ced+egemaps,0.4287217830553059,0.3461511683934449,7,442,"{""whisper"": 0.06505646197680554, ""contentvec12"": 0.06599518763080398, ""wavlm"": 0.2463049247038605, ""speaker"": 0.0957698863885081, ""ced"": 0.19190552046982617, ""egemaps"": 0.33496801883019584}"
singmos,0,gate,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.4280915719503451,0.3408631993707304,7,442,"{""whisper"": 0.06265475906833348, ""contentvec12"": 0.06341839965479813, ""wavlm"": 0.24074279705369725, ""beats"": 0.04803012784760911, ""speaker"": 0.08809729456256035, ""ced"": 0.17307067674036525, ""egemaps"": 0.3239859450726365}"
singmos,0,gate,8,943,whisper+contentvec12+wavlm+beats+speaker+rmvpe_quant+ced+egemaps,0.4279908126100535,0.3414415433870731,7,442,"{""whisper"": 0.06390569595943094, ""contentvec12"": 0.06170270114325182, ""wavlm"": 0.23926378633089912, ""beats"": 0.047100341337344094, ""speaker"": 0.08328860979307721, ""rmvpe_quant"": 0.01786895654657682, ""ced"": 0.1694004254443305, ""egemaps"": 0.3174694834450896}"
singmos,0,gate,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4279908126097323,0.3414415153840054,7,442,"{""whisper"": 0.06390549444307166, ""contentvec12"": 0.06170327846103342, ""wavlm"": 0.23926350434990115, ""beats"": 0.047100732666465694, ""speaker"": 0.08328900334309905, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.01786838387391272, ""ced"": 0.16940020994590668, ""egemaps"": 0.3174693929166097}"
singmos,0,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4279908126096483,0.3414415399128078,7,442,"{""whisper"": 0.06390538965407899, ""contentvec12"": 0.06170332810401145, ""wavlm"": 0.23926375815485743, ""beats"": 0.04710059914514135, ""auditory_erb"": 0.0, ""speaker"": 0.08328899310417688, ""rmvpe_cont"": 4.26368592379233e-18, ""rmvpe_quant"": 0.017868132289569086, ""ced"": 0.16940018022376638, ""egemaps"": 0.3174696193243984}"
singmos,0,shapley,1,512,egemaps,0.5006491744831706,0.4393723222741539,7,442,"{""egemaps"": 1.0}"
singmos,0,shapley,2,516,wavlm+egemaps,0.4499373065396256,0.3919194571701399,7,442,"{""wavlm"": 0.3936544661289484, ""egemaps"": 0.6063455338710516}"
singmos,0,shapley,3,772,wavlm+ced+egemaps,0.4363098763734011,0.3571620201462355,7,442,"{""wavlm"": 0.3097873786870252, ""ced"": 0.2555305318710566, ""egemaps"": 0.43468208944191816}"
singmos,0,shapley,4,804,wavlm+speaker+ced+egemaps,0.4338048936467274,0.3581952023382345,7,442,"{""wavlm"": 0.29162797455595646, ""speaker"": 0.11020386202880919, ""ced"": 0.21933137818464152, ""egemaps"": 0.3788367852305929}"
singmos,0,shapley,5,868,wavlm+speaker+rmvpe_cont+ced+egemaps,0.4338048936467748,0.3581951077916687,7,442,"{""wavlm"": 0.29162822361813723, ""speaker"": 0.11020374681534008, ""rmvpe_cont"": 3.9979955110402976e-19, ""ced"": 0.21933241629415035, ""egemaps"": 0.37883561327237236}"
singmos,0,shapley,6,876,wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.4327422901861452,0.3504498563194133,7,442,"{""wavlm"": 0.28222513929767223, ""beats"": 0.06200762480857094, ""speaker"": 0.09958366249292666, ""rmvpe_cont"": 0.0, ""ced"": 0.19368050710711615, ""egemaps"": 0.3625030662937141}"
singmos,0,shapley,7,892,wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.4327422901859079,0.3504497584201954,7,442,"{""wavlm"": 0.2822252517370753, ""beats"": 0.06200818123777334, ""auditory_erb"": 0.0, ""speaker"": 0.09958369160201552, ""rmvpe_cont"": 0.0, ""ced"": 0.1936807074393724, ""egemaps"": 0.3625021679837635}"
singmos,0,shapley,8,1020,wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4326196019654668,0.3511724128820971,7,442,"{""wavlm"": 0.2804613773014119, ""beats"": 0.06094711864894014, ""auditory_erb"": 2.500851541878521e-18, ""speaker"": 0.09415266326834791, ""rmvpe_cont"": 3.732993312557909e-18, ""rmvpe_quant"": 0.019523880985271552, ""ced"": 0.18977386835057217, ""egemaps"": 0.3551410914454564}"
singmos,0,shapley,9,1022,contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4301862315459959,0.3491560372534633,7,442,"{""contentvec12"": 0.07115591956298432, ""wavlm"": 0.2583019373192757, ""beats"": 0.05378616660240173, ""auditory_erb"": 0.0, ""speaker"": 0.08740746180098749, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.010247362361825232, ""ced"": 0.1840699291061505, ""egemaps"": 0.3350312232463752}"
singmos,0,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4279908126096483,0.3414415399128078,7,442,"{""whisper"": 0.06390538965407899, ""contentvec12"": 0.06170332810401145, ""wavlm"": 0.23926375815485743, ""beats"": 0.04710059914514135, ""auditory_erb"": 0.0, ""speaker"": 0.08328899310417688, ""rmvpe_cont"": 4.26368592379233e-18, ""rmvpe_quant"": 0.017868132289569086, ""ced"": 0.16940018022376638, ""egemaps"": 0.3174696193243984}"
singmos,0,singleton,1,512,egemaps,0.5006491744831706,0.4393723222741539,7,442,"{""egemaps"": 1.0}"
singmos,0,singleton,2,768,ced+egemaps,0.4631774346405363,0.3699631002346484,7,442,"{""ced"": 0.3919216898358706, ""egemaps"": 0.6080783101641294}"
singmos,0,singleton,3,772,wavlm+ced+egemaps,0.4363098763734011,0.3571620201462355,7,442,"{""wavlm"": 0.3097873786870252, ""ced"": 0.2555305318710566, ""egemaps"": 0.43468208944191816}"
singmos,0,singleton,4,804,wavlm+speaker+ced+egemaps,0.4338048936467274,0.3581952023382345,7,442,"{""wavlm"": 0.29162797455595646, ""speaker"": 0.11020386202880919, ""ced"": 0.21933137818464152, ""egemaps"": 0.3788367852305929}"
singmos,0,singleton,5,868,wavlm+speaker+rmvpe_cont+ced+egemaps,0.4338048936467748,0.3581951077916687,7,442,"{""wavlm"": 0.29162822361813723, ""speaker"": 0.11020374681534008, ""rmvpe_cont"": 3.9979955110402976e-19, ""ced"": 0.21933241629415035, ""egemaps"": 0.37883561327237236}"
singmos,0,singleton,6,884,wavlm+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.4338048936466152,0.3581951227741927,7,442,"{""wavlm"": 0.291627852228032, ""auditory_erb"": 4.15744946336092e-18, ""speaker"": 0.11020353674000075, ""rmvpe_cont"": 3.996619082501009e-18, ""ced"": 0.2193322812031404, ""egemaps"": 0.3788363298288269}"
singmos,0,singleton,7,892,wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.4327422901859079,0.3504497584201954,7,442,"{""wavlm"": 0.2822252517370753, ""beats"": 0.06200818123777334, ""auditory_erb"": 0.0, ""speaker"": 0.09958369160201552, ""rmvpe_cont"": 0.0, ""ced"": 0.1936807074393724, ""egemaps"": 0.3625021679837635}"
singmos,0,singleton,8,1020,wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4326196019654668,0.3511724128820971,7,442,"{""wavlm"": 0.2804613773014119, ""beats"": 0.06094711864894014, ""auditory_erb"": 2.500851541878521e-18, ""speaker"": 0.09415266326834791, ""rmvpe_cont"": 3.732993312557909e-18, ""rmvpe_quant"": 0.019523880985271552, ""ced"": 0.18977386835057217, ""egemaps"": 0.3551410914454564}"
singmos,0,singleton,9,1022,contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4301862315459959,0.3491560372534633,7,442,"{""contentvec12"": 0.07115591956298432, ""wavlm"": 0.2583019373192757, ""beats"": 0.05378616660240173, ""auditory_erb"": 0.0, ""speaker"": 0.08740746180098749, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.010247362361825232, ""ced"": 0.1840699291061505, ""egemaps"": 0.3350312232463752}"
singmos,0,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4279908126096483,0.3414415399128078,7,442,"{""whisper"": 0.06390538965407899, ""contentvec12"": 0.06170332810401145, ""wavlm"": 0.23926375815485743, ""beats"": 0.04710059914514135, ""auditory_erb"": 0.0, ""speaker"": 0.08328899310417688, ""rmvpe_cont"": 4.26368592379233e-18, ""rmvpe_quant"": 0.017868132289569086, ""ced"": 0.16940018022376638, ""egemaps"": 0.3174696193243984}"
singmos,0,inner_search,1,512,egemaps,0.5006491744831706,0.4393723222741539,7,442,"{""egemaps"": 1.0}"
singmos,0,inner_search,2,516,wavlm+egemaps,0.4499373065396256,0.3919194571701399,7,442,"{""wavlm"": 0.3936544661289484, ""egemaps"": 0.6063455338710516}"
singmos,0,inner_search,3,772,wavlm+ced+egemaps,0.4363098763734011,0.3571620201462355,7,442,"{""wavlm"": 0.3097873786870252, ""ced"": 0.2555305318710566, ""egemaps"": 0.43468208944191816}"
singmos,0,inner_search,4,774,contentvec12+wavlm+ced+egemaps,0.4330278258201344,0.3540097227876135,7,442,"{""contentvec12"": 0.08151882233248517, ""wavlm"": 0.2801010542145434, ""ced"": 0.2392340979898171, ""egemaps"": 0.39914602546315436}"
singmos,0,inner_search,5,775,whisper+contentvec12+wavlm+ced+egemaps,0.4305942488857402,0.3441151869361934,7,442,"{""whisper"": 0.06680476961780246, ""contentvec12"": 0.0717184812649783, ""wavlm"": 0.2593658691320695, ""ced"": 0.22170982978499787, ""egemaps"": 0.3804010502001519}"
singmos,0,inner_search,6,807,whisper+contentvec12+wavlm+speaker+ced+egemaps,0.4287217830553059,0.3461511683934449,7,442,"{""whisper"": 0.06505646197680554, ""contentvec12"": 0.06599518763080398, ""wavlm"": 0.2463049247038605, ""speaker"": 0.0957698863885081, ""ced"": 0.19190552046982617, ""egemaps"": 0.33496801883019584}"
singmos,0,inner_search,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.4280915719503451,0.3408631993707304,7,442,"{""whisper"": 0.06265475906833348, ""contentvec12"": 0.06341839965479813, ""wavlm"": 0.24074279705369725, ""beats"": 0.04803012784760911, ""speaker"": 0.08809729456256035, ""ced"": 0.17307067674036525, ""egemaps"": 0.3239859450726365}"
singmos,0,inner_search,8,943,whisper+contentvec12+wavlm+beats+speaker+rmvpe_quant+ced+egemaps,0.4279908126100535,0.3414415433870731,7,442,"{""whisper"": 0.06390569595943094, ""contentvec12"": 0.06170270114325182, ""wavlm"": 0.23926378633089912, ""beats"": 0.047100341337344094, ""speaker"": 0.08328860979307721, ""rmvpe_quant"": 0.01786895654657682, ""ced"": 0.1694004254443305, ""egemaps"": 0.3174694834450896}"
singmos,0,inner_search,9,959,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+ced+egemaps,0.4279908126096459,0.3414415488884509,7,442,"{""whisper"": 0.06390544949553469, ""contentvec12"": 0.06170335592814263, ""wavlm"": 0.2392635789275703, ""beats"": 0.047100483707481294, ""auditory_erb"": 2.5682833054138437e-18, ""speaker"": 0.08328905746859616, ""rmvpe_quant"": 0.017868151293459776, ""ced"": 0.1694001880728876, ""egemaps"": 0.31746973510632764}"
singmos,0,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.4279908126096483,0.3414415399128078,7,442,"{""whisper"": 0.06390538965407899, ""contentvec12"": 0.06170332810401145, ""wavlm"": 0.23926375815485743, ""beats"": 0.04710059914514135, ""auditory_erb"": 0.0, ""speaker"": 0.08328899310417688, ""rmvpe_cont"": 4.26368592379233e-18, ""rmvpe_quant"": 0.017868132289569086, ""ced"": 0.16940018022376638, ""egemaps"": 0.3174696193243984}"
singmos,1,gate,1,256,ced,0.4532044549221176,0.5433520077224209,6,390,"{""ced"": 1.0}"
singmos,1,gate,2,264,beats+ced,0.4123609720220452,0.4727703141187849,6,390,"{""beats"": 0.32915514943679475, ""ced"": 0.6708448505632053}"
singmos,1,gate,3,776,beats+ced+egemaps,0.391167974648996,0.4178988212146541,6,390,"{""beats"": 0.23179938846798007, ""ced"": 0.4656281124452555, ""egemaps"": 0.30257249908676453}"
singmos,1,gate,4,780,wavlm+beats+ced+egemaps,0.3811019980138786,0.3916826033283816,6,390,"{""wavlm"": 0.18847550727079773, ""beats"": 0.19337920607823578, ""ced"": 0.3949615732122384, ""egemaps"": 0.22318371343872787}"
singmos,1,gate,5,781,whisper+wavlm+beats+ced+egemaps,0.3791442911890629,0.3843720402437749,6,390,"{""whisper"": 0.06592217243432393, ""wavlm"": 0.16754392999930415, ""beats"": 0.18003132725141227, ""ced"": 0.37930946714536773, ""egemaps"": 0.20719310316959194}"
singmos,1,gate,6,909,whisper+wavlm+beats+rmvpe_quant+ced+egemaps,0.3780675362686618,0.3907707745247947,6,390,"{""whisper"": 0.06230789935648395, ""wavlm"": 0.16057927727643131, ""beats"": 0.17364927938199673, ""rmvpe_quant"": 0.05772177994863325, ""ced"": 0.36746737071387253, ""egemaps"": 0.17827439332258221}"
singmos,1,gate,7,911,whisper+contentvec12+wavlm+beats+rmvpe_quant+ced+egemaps,0.3776696003869453,0.3875488679274639,6,390,"{""whisper"": 0.059873849583850766, ""contentvec12"": 0.02865015705515495, ""wavlm"": 0.15086466715234362, ""beats"": 0.17184038808482266, ""rmvpe_quant"": 0.05444123649045269, ""ced"": 0.363876713125221, ""egemaps"": 0.1704529885081542}"
singmos,1,gate,8,927,whisper+contentvec12+wavlm+beats+auditory_erb+rmvpe_quant+ced+egemaps,0.3776696003872105,0.3875491220948034,6,390,"{""whisper"": 0.05987390878950404, ""contentvec12"": 0.02864960662541473, ""wavlm"": 0.1508641786473547, ""beats"": 0.1718408091992638, ""auditory_erb"": 0.0, ""rmvpe_quant"": 0.05444253792216787, ""ced"": 0.363876396269042, ""egemaps"": 0.17045256254725286}"
singmos,1,gate,9,959,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+ced+egemaps,0.3776696003869371,0.3875490333170577,6,390,"{""whisper"": 0.059873572674153795, ""contentvec12"": 0.028649932568199726, ""wavlm"": 0.150864430057379, ""beats"": 0.1718408999302458, ""auditory_erb"": 3.3764850859924547e-18, ""speaker"": 1.841184929534832e-18, ""rmvpe_quant"": 0.05444217564342349, ""ced"": 0.3638763069432825, ""egemaps"": 0.17045268218331575}"
singmos,1,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.3776696003870718,0.3875489560613824,6,390,"{""whisper"": 0.05987340434747381, ""contentvec12"": 0.028649918662129743, ""wavlm"": 0.1508649309397295, ""beats"": 0.17184039586934424, ""auditory_erb"": 4.572125030601103e-18, ""speaker"": 6.687854514164735e-19, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.054440925564617104, ""ced"": 0.36387750643070726, ""egemaps"": 0.17045291818599842}"
singmos,1,shapley,1,256,ced,0.4532044549221176,0.5433520077224209,6,390,"{""ced"": 1.0}"
singmos,1,shapley,2,768,ced+egemaps,0.4085012591131653,0.4406555831068695,6,390,"{""ced"": 0.5934910977094898, ""egemaps"": 0.4065089022905102}"
singmos,1,shapley,3,776,beats+ced+egemaps,0.391167974648996,0.4178988212146541,6,390,"{""beats"": 0.23179938846798007, ""ced"": 0.4656281124452555, ""egemaps"": 0.30257249908676453}"
singmos,1,shapley,4,780,wavlm+beats+ced+egemaps,0.3811019980138786,0.3916826033283816,6,390,"{""wavlm"": 0.18847550727079773, ""beats"": 0.19337920607823578, ""ced"": 0.3949615732122384, ""egemaps"": 0.22318371343872787}"
singmos,1,shapley,5,796,wavlm+beats+auditory_erb+ced+egemaps,0.3811019980141931,0.3916828367894913,6,390,"{""wavlm"": 0.18847532434769837, ""beats"": 0.19337914943878268, ""auditory_erb"": 7.576709713189717e-19, ""ced"": 0.39496320110210775, ""egemaps"": 0.2231823251114111}"
singmos,1,shapley,6,828,wavlm+beats+auditory_erb+speaker+ced+egemaps,0.3810556970311395,0.3915515012950985,6,390,"{""wavlm"": 0.18617646777190033, ""beats"": 0.191608696794697, ""auditory_erb"": 0.0, ""speaker"": 0.01534448190509609, ""ced"": 0.3915855468254395, ""egemaps"": 0.21528480670286718}"
singmos,1,shapley,7,892,wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.3810556970310061,0.3915514885021209,6,390,"{""wavlm"": 0.1861765553700266, ""beats"": 0.19160909509018392, ""auditory_erb"": 1.0354977780183822e-18, ""speaker"": 0.015344347329418565, ""rmvpe_cont"": 0.0, ""ced"": 0.39158538574674184, ""egemaps"": 0.21528461646362915}"
singmos,1,shapley,8,1020,wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.3798069039353329,0.3986734887437423,6,390,"{""wavlm"": 0.1796022494567494, ""beats"": 0.18559787480610745, ""auditory_erb"": 9.475439943578638e-18, ""speaker"": 1.0874844251561148e-18, ""rmvpe_cont"": 3.119357646941571e-18, ""rmvpe_quant"": 0.06313260851668286, ""ced"": 0.3810719007872873, ""egemaps"": 0.190595366433173}"
singmos,1,shapley,9,1021,whisper+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.3780675362684803,0.3907709939782702,6,390,"{""whisper"": 0.0623072675155645, ""wavlm"": 0.16057916706162845, ""beats"": 0.17364930575439697, ""auditory_erb"": 4.891112344581152e-18, ""speaker"": 2.2517576809367524e-18, ""rmvpe_cont"": 7.711864407835981e-18, ""rmvpe_quant"": 0.05772203276183158, ""ced"": 0.3674683599052219, ""egemaps"": 0.17827386700135658}"
singmos,1,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.3776696003870718,0.3875489560613824,6,390,"{""whisper"": 0.05987340434747381, ""contentvec12"": 0.028649918662129743, ""wavlm"": 0.1508649309397295, ""beats"": 0.17184039586934424, ""auditory_erb"": 4.572125030601103e-18, ""speaker"": 6.687854514164735e-19, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 0.054440925564617104, ""ced"": 0.36387750643070726, ""egemaps"": 0.17045291818599842}"
singmos,1,singleton,1,256,ced,0.4532044549221176,0.5433520077224209,6,390,"{""ced"": 1.0}"
singmos,1,singleton,2,768,ced+egemaps,0.4085012591131653,0.4406555831068695,6,390,"{""ced"": 0.5934910977094898, ""egemaps"": 0.4065089022905102}"
singmos,1,singleton,3,772,wavlm+ced+egemaps,0.3926205897178346,0.404275388357253,6,390,"{""wavlm"": 0.23132529998285326, ""ced"": 0.4807477794315865, ""egemaps"": 0.2879269205855603}"
singmos,1,singleton,4,788,wavlm+auditory_erb+ced+egemaps,0.3925880633225407,0.4054339903087228,6,390,"{""wavlm"": 0.22967256546721443, ""auditory_erb"": 0.015300922991640657, ""ced"": 0.47851455698406786, ""egemaps"": 0.27651195455707706}"
singmos,1,singleton,5,796,wavlm+beats+auditory_erb+ced+egemaps,0.3811019980141931,0.3916828367894913,6,390,"{""wavlm"": 0.18847532434769837, ""beats"": 0.19337914943878268, ""auditory_erb"": 7.576709713189717e-19, ""ced"": 0.39496320110210775, ""egemaps"": 0.2231823251114111}"
singmos,1,singleton,6,828,wavlm+beats+auditory_erb+speaker+ced+egemaps,0.3810556970311395,0.3915515012950985,6,390,"{""wavlm"": 0.18617646777190033, ""beats"": 0.191608696794697, ""auditory_erb"": 0.0, ""speaker"": 0.01534448190509609, ""ced"": 0.3915855468254395, ""egemaps"": 0.21528480670286718}"
singmos,1,singleton,7,892,wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.3810556970310061,0.3915514885021209,6,390,"{""wavlm"": 0.1861765553700266, ""beats"": 0.19160909509018392, ""auditory_erb"": 1.0354977780183822e-18, ""speaker"": 0.015344347329418565, ""rmvpe_cont"": 0.0, ""ced"": 0.39158538574674184, ""egemaps"": 0.21528461646362915}"
